tweetID,citCount,artID,postURL,postRT,postSumm,authName,authDescr,handle,post_authFoll,authCount,botornot,usrTyp,tweetAt,hashtag,likes,replies,retweets,
7823871,12,2533308,https://twitter.com/plasturgieweb/status/503906194042671105,plastechmag|,Direct Transformation of Edible Vegetable Waste into #bioplastics @ACSGCI http://t.co/Wrjhst6g6x http://t.co/49ychON0a6,PlasturgieComposites,"Compte officiel de l'Organisation Professionnelle  de la Fili«˘re #Plasturgie, #Composites, #Impression3D et #4D en Interr«∏gions: Plastalliance",plasturgieweb,2449,18,0,N/A,N/A,N/A,1,N/A,N/A,
6404224,0,2265213,http://twitter.com/cannyhighlander/status/453611212551774208,FlotsamDiaries|,Study suggests over 1 million pieces of lobster trap debris littering Florida Keys Natl Marine Sanctuary. http://t.co/t80ritstw1,Heather,"Love my kids, music & gardens, trees, sunsets, stones, beach's, books, junk, arty stuff, environmental stuff, friends, shared smiles & laughter...",cannyhighlander,6404,13,0,N/A,N/A,N/A,1,N/A,N/A,
5258760,2,2056978,http://twitter.com/arennys/status/425399906686488576,ClippertonTweet|,Disposable? Disposable you say? @GlobalGarbage: Occurrence/distribution of microplastics in sediments from Norderney http://t.co/kyAGD0W7of,arennys #lobovivo,Away from humans.. somewhere with wolves...,arennys,1088,11,0,N/A,N/A,N/A,1,N/A,N/A,
5224837,2,2049822,http://twitter.com/FabianoBarretto/status/425265776853917696,N/A,Leaching of plastic additives to marine organisms http://t.co/Icz4n9nzgI #marinelitter #marinedebris #BisphenolA,Fabiano Barretto,Project Manager of @GlobalGarbage. Tweets on #marinelitter #marinedebris #plasticpollution #plasticwaste #microplastics. https://www.facebook.com/GlobalGarbage,FabianoBarretto,694,18,0,N/A,N/A,N/A,1,N/A,N/A,
8196203,12,2604644,https://twitter.com/FabianoBarretto/status/499914716706537472,N/A,Marine litter ensemble transport simulations in the southern North Sea http://t.co/IvGsbx37j7 #marinedebris #marinelitter,Fabiano Barretto,Project Manager of @GlobalGarbage. Tweets on #marinelitter #marinedebris #plasticpollution #plasticwaste #microplastics. https://www.facebook.com/GlobalGarbage,FabianoBarretto,694,17,0,N/A,N/A,N/A,1,N/A,N/A,
7823870,12,2533308,https://twitter.com/BorisLimpopo/status/503876508516376576,N/A,"Un successo della ricerca italiana
""Direct Transformation of Edible Vegetable Waste into BioplasticsÉ?ù via @digg http://t.co/prWDo91wZu",Boris Limpopo,Elefantino curioso,BorisLimpopo,126,18,0,4,1,0,1,0,0,
6524384,0,2288168,http://twitter.com/BranXpina/status/457222599315963904,PLOSONE|,Documenting the Density of Subtidal Marine Debris across Multiple Marine and Coastal Habitats http://t.co/oX2JcUOWvi http://t.co/swdENvwP7P,Gill Raker,É??a politically unaffiliated and agnostic iconoclastÉ?› a skeptic and asocial lone-wolf with perhaps a spicy dash of intermittently explosive personality disorderÉ?›,BranXpina,221,17,0,4,0,0,1,0,0,
8799761,12,2718864,https://twitter.com/BragaGrande/status/515850849751695360,LixoMarinho|,Analysis of floating debris behaviour in the Nakdong River basin of the southern Korean peninsula using satellite http://t.co/RzTuabmNs7,Luis A. Braga Grande,"Meio Ambiente e Energia (environmental and energy news) Rio de Janeiro, Brasil",BragaGrande,267,18,0,4,0,0,2,0,0, 
8949125,12,2748924,https://twitter.com/Vertidos_Cero/status/519561368911872000,MarineDebris|,"Patterns of #marinedebris distribution on the beaches of Rottnest Island, Western Australia http://t.co/vo87ALWcOy",Vertidos Cero,"Non-profit organization: Researching, educating and acting to achieve the objective Zero Discharges on the soil, water and atmosphere",Vertidos_Cero,1121,19,0,2,0,1,2,0,0,
4875662,2,1992308,http://twitter.com/Algalita/status/413851277844439040,MarineDebris|,"When it comes to #plasticpollution particles, does size matter? Study on annual variation via @MarineDebris http://t.co/ERZt9iTVnX",Algalita,We're a nonprofit committed to solving the plastic pollution crisis in our oceans. We educate the public & conduct scientific research.,Algalita,1372,20,0,13,1,1,1,0,3,
4299943,1,1889689,http://twitter.com/Algalita/status/463416248697495552,N/A,What's going on in the guts of marine life? Check out this study on desorption rates of POPs via @sciencedirect http://t.co/s7SX9tX7MZ,Algalita,We're a nonprofit committed to solving the plastic pollution crisis in our oceans. We educate the public & conduct scientific research.,Algalita,1372,11,0,13,1,0,1,0,1,
5258764,7,2056978,http://twitter.com/CUSAatUCI/status/425325569274683392,MarineLitter|,Occurrence and spatial distribution of microplastics in sediments from Norderney http://t.co/XbOFmxRcjJ #marinelitter #marinedebris,CUSA,The Center for Unconventional Security Affairs addresses the human & environmental security challenges of the twenty-first century through research & education.,CUSAatUCI,309,11,0,13,0,1,1,0,0,
5205370,2,2046287,http://twitter.com/eXXpedition/status/424339716876808192,ChelseaRochman|,"Plastics and metals in the ocean, a hazardous combination. http://t.co/DVNLzzgd2P",eXXpedition,"All women's voyages to make the unseen seen, from the #toxics in our bodies to the toxics in our seas! Sailing aboard @panexplore Sea Dragon. #oceanoptimism",eXXpedition,598,16,0,13,0,0,1,0,0,
5798414,0,2147162,https://twitter.com/sostenibilidad/status/513985648882364416,AngelBorjaYerro|,Targets and acceptable levels of harm for marine litter to avoid impacts in large vertebrates within the MSFD http://t.co/Z2mdHSVerd,Sostenibilidad,"AZTI. Sostenibilidad de la cadena Alimentaria.
Sustainability of the Food Chain. Powered by @aztitecnalia 
(RT or share É?ˇ endorsement)",sostenibilidad,5086,20,0,13,0,0,1,0,0,
5224832,2,2049822,https://twitter.com/ExpeditionGyre/status/424302004580544512,N/A,What exactly is the exposure of aquatic species to chemicals residing in the ingested plastic?  Read onÉ?›... http://t.co/i80YCPB9M8,ExpeditionGyre,An international team journeys to Alaska to change our views on the most disturbing cultural artifacts of our time:  marine debris and plastic pollution.,ExpeditionGyre,79,18,0,13,0,0,1,0,0,
8776309,12,2713979,https://twitter.com/PrincetonWater/status/515478596371382272,N/A,"According to this study, a sieve along the Seine would net 27 tons of floating plastic debris per year http://t.co/q7fQLLI3h7",Water at Princeton,Immersed in research and news on water and environment at Princeton University and around the world,PrincetonWater,1395,12,0,13,0,1,13,0,0,
7823882,12,2533308,https://twitter.com/ACSSynBio/status/505046811246358528,N/A,Bioplastics from vegetable waste: http://t.co/1OMHRdQJlf  @Macro_ACS,ACS Synthetic Bio,"ACS Synthetic Biology, the rapid publication forum for research in synthetic biology and systems bioscience.",ACSSynBio,2673,18,0,12,1,0,1,0,0,
9595158,5,2889631,https://twitter.com/EnvSciTech/status/566371465919205377,N/A,Read recent @UMD_AGNR research on #microplastics in the #environment http://t.co/sCctNMGOAZ,Env Sci & Tech,"Objective reports and analyses of the major advances, trends, and challenges in environmental science, technology, and policy",EnvSciTech,2667,18,0,12,1,1,2,2,1,
7783476,12,2526791,https://twitter.com/SpringerGeo/status/492851939781382144,N/A,Sources of plastic marine debris on beaches of Korea: More from the ocean than the land http://t.co/2SiLuCOnO5 via @marinedebris,Geo at Springer,"Latest news and updates from Springer Earth Sciences, Geography and Environment.",SpringerGeo,1420,9,0,12,1,0,1,0,0,
6560332,0,2295480,http://twitter.com/AquaticSciences/status/460726878634913792,SharkDevocean|,Paper: Dolphin feeding habits account for differences in plastic consumption. Seabed main debris accumulation zone http://t.co/bS8XkixIhE,Elsevier,"Official page for Elsevier Aquatic Sciences. Research and news on Water Resources, Marine & Freshwater biology, Fisheries, Aquaculture, Hydrology, Oceanography",AquaticSciences,3008,18,0,12,0,0,1,0,0,
7401743,12,2459469,https://twitter.com/PLOSONE/status/481482796158812160,microecolab|,Our new PLoS One paper demonstrates that trash in urban rivers represents an abundant and distinct microbial habitat  http://t.co/N4wTuMoveD,PLOS ONE,"PLOS ONE is an international, peer-reviewed, open-access, online publication. Tweets by @mtdohm",PLOSONE,63897,21,0,12,0,0,1,0,0,
5205360,2,2046287,http://twitter.com/PLOSONE/status/423859201840926720,ChelseaRochman|,"Plastics and metals in the ocean, a hazardous combination. http://t.co/DVNLzzgd2P",PLOS ONE,"PLOS ONE is an international, peer-reviewed, open-access, online publication. Tweets by @mtdohm",PLOSONE,64403,16,0,12,0,0,1,0,0,
5033752,2,2015390,http://twitter.com/AquaticSciences/status/418683312019095552,N/A,Interaction between loggerhead sea turtles (Caretta caretta) &amp; marine litter in Sardinia (Western Mediterranean Sea): http://t.co/1ojhzMKN5J,Elsevier,"Official page for Elsevier Aquatic Sciences. Research and news on Water Resources, Marine & Freshwater biology, Fisheries, Aquaculture, Hydrology, Oceanography",AquaticSciences,2964,9,0,12,0,0,1,0,0,
5424597,23,2088368,http://twitter.com/AquaticSciences/status/431754304329089024,N/A,Littering dynamics in a coastal industrial setting: The influence of non-resident populations - http://t.co/rEXIf1LvXn #marine #pollution,Elsevier,"Official page for Elsevier Aquatic Sciences. Research and news on Water Resources, Marine & Freshwater biology, Fisheries, Aquaculture, Hydrology, Oceanography",AquaticSciences,2964,20,0,12,0,1,1,0,0,
6524379,0,2288168,http://twitter.com/PLOSONE/status/457217899208261632,N/A,Documenting the Density of Subtidal Marine Debris across Multiple Marine and Coastal Habitats http://t.co/oX2JcUOWvi http://t.co/swdENvwP7P,PLOS ONE,"PLOS ONE is an international, peer-reviewed, open-access, online publication. Tweets by @mtdohm",PLOSONE,63897,17,0,12,0,0,1,0,7,
8671948,12,2694525,https://twitter.com/EzemveloScience/status/530039478556303360,GlobalGarbage|,The effect of fine-scale sampling frequency on estimates of beach litter accumulation http://t.co/OE2cZdJOlV #marinedebris #SouthAfrica,Ezemvelo Science,Scientific Services | Ezemvelo KZN Wildlife | Science and Planning to guide Biodiversity Conservation action | Contemporary Conservation Practice Symposium,EzemveloScience,871,21,0,11,0,1,2,0,0,
8397511,12,2644945,https://twitter.com/UNEP_CEP/status/506464909228802049,GlobalGarbage|,Deepwater marine litter densities and composition from submersible video-transects around the ABC-islands http://t.co/4BKi2Wlzf7 #Caribbean,UNEP CEP,Official Twitter for UNEP's Caribbean Environmental Programme - Retweets are not a formal endorsement.,UNEP_CEP,1805,16,0,11,0,1,0,0,0,
6217554,0,2217750,http://twitter.com/brenthoare/status/460095442970103808,N/A,MTÉ??@greatnurdler: new scientific study shows pellets visible on surface of beaches just tip of iceberg http://t.co/FPsM5ZMCIhÉ?ù #microplastic,Brent Hoare,"Alarmed by rising emissions of all greenhouse gases, particularly synthetic. Passionate about learning, active #Greens @Greens4Macquarie #MontrealProtocol #HFCs",brenthoare,1257,14,0,10,1,1,1,0,0,
6047395,0,2194063,https://twitter.com/TamarProject/status/447003890916261888,IanHarrold|,New #marine #pollution bulletin for #plastic in #tamar estuary @TamarProject http://t.co/HZQ84LYBW2,River Tamar Project,"The River Tamar Project is a long-term programme of art, culture, and ideas that is exploring a new use for the River Tamar.",TamarProject,484,17,0,9,1,1,1,0,0,
8776215,12,2713947,https://twitter.com/Microplastics1/status/541583818067804160,MarineLitter|,How #marinedebris ingestion differs among megafauna species in a tropical coastal area http://t.co/cMz5T9tGbE #Brazil,Microplastics,"Microplastics are pieces of plastic under 5mm and are becoming a major issue in the marine environment, but most people do not know of their existence.",Microplastics1,1065,20,0,9,0,1,2,0,0,
9778205,32,2919108,https://twitter.com/Microplastics1/status/541002256381145088,MarineLitter|,"Marine wildlife entanglement: Assessing knowledge, attitudes, and relevant behaviour in the Australian community http://t.co/wLdAu2EowG",Microplastics,"Microplastics are pieces of plastic under 5mm and are becoming a major issue in the marine environment, but most people do not know of their existence.",Microplastics1,1065,10,0,9,0,0,2,0,0,
9220019,12,2807274,https://twitter.com/Microplastics1/status/543893732794568704,MarineDebris|,The Effects of #PlasticPollution on Aquatic Wildlife: Current Situations and Future Solutions http://t.co/dMO2REh47o #marinedebris,Microplastics,"Microplastics are pieces of plastic under 5mm and are becoming a major issue in the marine environment, but most people do not know of their existence.",Microplastics1,1065,17,0,9,0,1,1,0,0,
9595154,5,2889631,https://twitter.com/Microplastics1/status/541001186066067456,MarineDebris|,"#Microplastics in Four Estuarine Rivers in the #ChesapeakeBay, USA http://t.co/6JazxGmwQ3 #marinelitter",Microplastics,"Microplastics are pieces of plastic under 5mm and are becoming a major issue in the marine environment, but most people do not know of their existence.",Microplastics1,1065,18,0,9,0,1,2,0,0,
8799756,12,2718864,https://twitter.com/Microplastics1/status/541001778347913216,GlobalGarbage|,Analysis of #floatingdebris behaviour in the #NakdongRiver basin of the southern Korean peninsula using satellite http://t.co/mhMadKmXC2,Microplastics,"Microplastics are pieces of plastic under 5mm and are becoming a major issue in the marine environment, but most people do not know of their existence.",Microplastics1,1065,18,0,9,0,1,2,0,0,
6053471,0,2195190,http://twitter.com/x4mediaLtd/status/446040726866903040,GlobalGarbage|,"Microplastic fibers in the intertidal ecosystem surrounding Halifax Harbor, Nova Scotia http://t.co/NeKlCiaSUX #marinedebris",x4media,#ProtectGloucester #BentleyBlockade  #LeardBlockade #PilligaBlockade #pilligapush,x4mediaLtd,1922,18,0,9,0,1,1,0,0,
5224835,2,2049822,http://twitter.com/FishJournals/status/423991879555117056,N/A,Leaching of plastic additives to marine organisms Environmental Pollution http://t.co/RRuzwlwpPV http://t.co/LiNu9czeii,@FishJournals,150+ new article journal feeds filtered for fishy related papers. Chrome users install Google RSS Subscription Extension. Art=Becker-Echivard. Creator @jglonder,FishJournals,3255,18,0,9,0,0,1,0,0,
6217558,0,2217750,https://twitter.com/liberascienza/status/451068178634776576,N/A,"Plastic pellets are worldwide contaminants that accumulate in the ocean, especially in sandy beaches, where their... http://t.co/rKYkVu5SO6",liberascienza,,liberascienza,249,14,0,9,0,0,1,0,0,
7823867,12,2533308,https://twitter.com/plastechmag/status/503906122793631744,N/A,Direct Transformation of Edible Vegetable Waste into #bioplastics @ACSGCI http://t.co/Wrjhst6g6x http://t.co/49ychON0a6,Plastics Technology,"Plastics Technology Magazine, Gardner Business Media",plastechmag,4975,18,0,8,1,1,1,0,1,
5454640,8,2095516,http://twitter.com/polytheenpam/status/430676806833020928,GlobalGarbage|,Polybrominated diphenyl ethers (PBDEs) in fish tissue may be an indicator of plastic contamination in marine habitats http://t.co/4Ybafu7dnM,plastic is rubbish,"Don't wait for governments to act, the clean up bill to increase or more animals to die, join me, NOW, in a plastic boycott. Living #plasticfree since 2007",polytheenpam,2300,20,0,8,0,0,1,0,0,
5454651,8,2095516,http://twitter.com/plasticized_doc/status/436113598901805056,N/A,"Chelsea Rochman, in the film, recently released her scientific review from the South Atlantic Gyre http://t.co/Uj3AQ1kOgP
#plasticpollution",PLASTICIZED ~ Film,A documentary film about the reality of oceanic plastic pollution seen through the first scientific expedition across the South Atlantic studying the calamity.,plasticized_doc,447,20,0,8,0,1,1,0,1,
6217563,0,2217750,http://twitter.com/TheMicroplastic/statuses/702590933574012928,N/A,Three-dimensional distribution of plastic pellets in sandy beaches: shifting paradigms https://t.co/4LBxbiuC71 #microplastics,The Microplastics,,TheMicroplastic,10,14,0,8,0,1,1,0,0,
7152264,0,2400158,http://twitter.com/watermicrobe/status/476258513875107840,MicrobialLife|,#Microplastics from facial scrubs can transport organic pollutants (PBDEs) into marine crustacea http://t.co/iECDvf3Rc5 by @brad_rmitenviro,Ameet Pinto,"Environmental Engineer. Explore, Learn, Share, Apply. Be Happy.",watermicrobe,711,7,0,7,1,1,1,0,0,
9595159,5,2889631,https://twitter.com/cdkassotis/status/567068656832503810,martiwag|,"New paper in @EnvSciTech: ""#Microplastics in Four Estuarine Rivers in the Chesapeake Bay, U.S.A."" http://t.co/Boblg4Anqo",Chris Kassotis,"Postdoc @DukeEnvironment working on #endocrinedisruptors, #flameretardants, & #obesity. PhD @Mizzou studying #fracking. Amateur winemaker, and avid runner.",cdkassotis,1150,18,0,7,1,1,2,0,0,
5454648,8,2095516,http://twitter.com/SolimanAdam/status/431093507130810368,irisherself|,@SolimanAdam @Meeresmuell: Polybromind diphenyl ethers in fish tissue indicator plastic contamination marine habitats http://t.co/2Ssc3JLoAa,Adam Soliman,"Director of the Fisheries Law Centre, Researcher focused on legal and economic issues in Fisheries",SolimanAdam,19530,20,0,7,1,0,1,0,0,
5224848,2,2049822,http://twitter.com/Fish_Genomics/status/436431206344036352,EnvSciHealth|,Leaching plastic additives to marine organisms http://t.co/rpyF3Tw9ii @MarineDebris @PlasticPollutes @NOAADebris @GlobalGarbage @NickMallos,Eduarda Santos,Applying genomics to fish reproductive biology and ecotoxicology.  Being a mum keeps me sane!,Fish_Genomics,527,18,0,7,1,0,1,0,0,
4334296,2,1897274,http://twitter.com/M_Hartl/status/408176140553945088,AlexDavidRogers|,RT @AlexDavidRogers: Study shows that #microplastics can be transferred across trophic levels in marine foodwebs http://t.co/65krNkZunZ,Mark Hartl,Associate Prof trying to balance being a marine ecotoxicologist & a dad to two energetic boys...Opinions are my own.,M_Hartl,1098,17,0,7,1,1,1,0,0,
8073792,12,2587325,http://twitter.com/MarineSteph/statuses/655010817243484160,N/A,#Microplastics act as artificial reefs for microbes http://t.co/nWvJ1pTbFw @MicrobialLife,Stephanie Wright,Investigating the potential impacts of marine plastic pollution on human health. Tweets are my own.,MarineSteph,481,10,0,7,1,1,1,0,0,
9595160,5,2889631,https://twitter.com/martiwag/status/567047097586040833,N/A,"New paper in @EnvSciTech: ""#Microplastics in Four Estuarine Rivers in the Chesapeake Bay, U.S.A."" http://t.co/Boblg4Anqo",Martin Wagner,environmental toxicologist investigating endocrine disrupting chemicals in water and food packaging as well as the environmental impact of plastics.,martiwag,168,18,0,7,1,1,2,0,1,
7152263,0,2400158,http://twitter.com/MicrobialLife/status/476175190078922752,N/A,#Microplastics from facial scrubs can transport organic pollutants (PBDEs) into marine crustacea http://t.co/iECDvf3Rc5 by @brad_rmitenviro,Mark Osborn,"Living in a Microbial World: Any Microbe, Anywhere... #Microbiology Associate Professor @RMIT University Australia. Tweets are personal",MicrobialLife,967,7,0,7,1,1,1,0,1,
4654526,2,1951574,http://twitter.com/wilfriedsanchez/status/413422424852791296,N/A,@FabianoBarretto and freshwater organisms such as fish are contaminated http://t.co/xjNTlgz6FP,"W Sanchez, Ecotox",Ecotoxicologue / Ecotoxicologist : biomarkers & environmental monitoring,wilfriedsanchez,51,19,0,7,1,0,1,0,0,
4654528,2,1951574,http://twitter.com/wilfriedsanchez/status/409925335929470976,N/A,@PlasticPollutes @EPA @USFWSHQ @environnementca @SfEP @SauvonsLeau Freshwater fish are contaminated by microplastics http://t.co/QIwcIq7gMN,"W Sanchez, Ecotox",Ecotoxicologue / Ecotoxicologist : biomarkers & environmental monitoring,wilfriedsanchez,51,19,0,7,1,0,1,0,0,
6560328,0,2295480,http://twitter.com/Picha_bodangles/status/458598816166322176,SharkDevocean|,Paper: Dolphin feeding habits account for differences in plastic consumption. Seabed main debris accumulation zone http://t.co/bS8XkixIhE,Nick Picha,"Marine Science, Coastal Carolina University. Algae enthusiast.",Picha_bodangles,261,18,0,7,0,0,1,0,0,
6524385,0,2288168,http://twitter.com/LizLund12/status/458166052825075712,PLOSONE|,Documenting the Density of Subtidal Marine Debris across Multiple Marine and Coastal Habitats http://t.co/oX2JcUOWvi http://t.co/swdENvwP7P,elizabeth lund,"Scientist, cancer prevention, nutrition, aging and research ethics",LizLund12,149,17,0,7,0,0,1,0,0,
6524380,0,2288168,http://twitter.com/phishdoc/status/457218218570952704,PLOSONE|,Documenting the Density of Subtidal Marine Debris across Multiple Marine and Coastal Habitats http://t.co/oX2JcUOWvi http://t.co/swdENvwP7P,Natalie Sopinka,studying & poem-ing what fishes do (and how/when/where/why they do it),phishdoc,1313,17,0,7,0,0,1,0,0,
6524381,0,2288168,http://twitter.com/SJC_fishy/status/457219047059234816,PLOSONE|,Documenting the Density of Subtidal Marine Debris across Multiple Marine and Coastal Habitats http://t.co/oX2JcUOWvi http://t.co/swdENvwP7P,Steven J. Cooke,"Canada Research Chair in Fish Ecology & Conservation Physiology @Carleton_U, Editor in Chief of Conservation Physiology, & Past President of @CARSAFS",SJC_fishy,2726,17,0,7,0,0,1,0,0,
7401742,4,2459469,https://twitter.com/ChrisDBeatty/status/481514675406770179,microecolab|,Our new PLoS One paper demonstrates that trash in urban rivers represents an abundant and distinct microbial habitat  http://t.co/N4wTuMoveD,Doc_Beatty,Evolutionary Ecologist interested in biogeography and speciation.  I work predominantly with dragonflies and damselflies as model organisms.,ChrisDBeatty,400,21,0,7,0,0,1,0,0,
7401756,12,2459469,https://twitter.com/erikpelve/status/482184151786086402,microecolab|,Our new PLoS One paper demonstrates that trash in urban rivers represents an abundant and distinct microbial habitat  http://t.co/N4wTuMoveD,Erik Pelve,"Scientist, Geek, Feminist, Father. Postdoc at MIT and UU studying archaea, single cell genomics and biological dark matter. #archaea outreach at @thirddomain.",erikpelve,822,21,0,7,0,0,1,0,0,
7401744,12,2459469,https://twitter.com/focx/status/481483537338867712,microecolab|,Our new PLoS One paper demonstrates that trash in urban rivers represents an abundant and distinct microbial habitat  http://t.co/N4wTuMoveD,Christoph Rupprecht,"Urban geographer, planner, ecologist; Project Researcher @chikyuken working on food system mapping in Japan; certified translator (JP-EN-DE)",focx,384,21,0,7,0,0,1,0,0,
7401755,12,2459469,https://twitter.com/johnkellymicro/status/481285062877384704,microecolab|,Our new PLoS One paper demonstrates that trash in urban rivers represents an abundant and distinct microbial habitat  http://t.co/N4wTuMoveD,John Kelly,Professor at Loyola University Chicago interested in microbial ecology focusing on urban ecosystems and emerging contaminants.,johnkellymicro,441,21,0,7,0,0,1,0,0,
7401745,12,2459469,https://twitter.com/tjsharpton/status/481483508863741952,microecolab|,Our new PLoS One paper demonstrates that trash in urban rivers represents an abundant and distinct microbial habitat  http://t.co/N4wTuMoveD,Thomas Sharpton,"Microbiome surveyor, metagenome analyzer, bioinformatics programmer, and Assistant Professor @oregonstateuniv",tjsharpton,1390,21,0,7,0,0,1,0,0,
8073790,12,2587325,https://twitter.com/Frankiehass/status/500180011287326720,MicrobiomDigest|,Diversity and structure of microbial biofilms on marine plastics in Northern European waters #microbiology http://t.co/YgWM60Lx5V,Francishassard,"into environmental tech.,  water/waste treatment, microbial ecology, @MpegWales opinions my own. Occasional tweets about good food and drink!",Frankiehass,172,10,0,7,0,1,1,0,0,
8073789,12,2587325,https://twitter.com/MicrobialLife/status/500174574411976705,MicrobiomDigest|,Diversity and structure of microbial biofilms on marine plastics in Northern European waters #microbiology http://t.co/YgWM60Lx5V,Mark Osborn,"Living in a Microbial World: Any Microbe, Anywhere... #Microbiology Associate Professor @RMIT University Australia. Tweets are personal",MicrobialLife,948,10,0,7,0,1,1,0,0,
8073787,12,2587325,https://twitter.com/BobaStojkovic/status/498984408972406784,MicrobialLife|,Microbes on a Bottle: Microbial communities on #MarinePlastic vary with season &amp; plastic type http://t.co/ecOlSYbW9k #ShamelessSelfPromotion,Slobodanka Stojkovic,"Phycologist, microbiologist, baker extraordinaire..",BobaStojkovic,191,10,0,7,0,1,1,0,0,
8073794,12,2587325,http://twitter.com/DrFaisalHai/statuses/676608216088764417,MicrobialLife|,RT @MicrobialLife: #Plastisphere #Microbe Pacific vs Atlantic #biogeography https://t.co/JIqsTRzSc8 agrees with our #North #Sea study httpsÉ?›,Dr Faisal I. Hai,"Environmental Engineering, University of Wollongong, Australia (Associate Professor). Tweets are personal; retweet does not mean endorsement.",DrFaisalHai,42,10,0,7,0,1,1,0,0,
8073791,12,2587325,https://twitter.com/NJBott/status/501910274291417089,MicrobialLife|,Microbes on a Bottle: Microbial communities on #MarinePlastic vary with season &amp; plastic type http://t.co/ecOlSYbW9k #ShamelessSelfPromotion,Nathan Bott,"Marine Biosecurity and Biodiversity, School of Sciences, @RMIT University.",NJBott,158,10,0,7,0,1,1,0,0,
6053480,0,2195190,http://twitter.com/josephine_paris/status/468503997482287105,MarineSteph|,#Microplastics on our dinner plate? Study finds them in wild and farmed #mussels as well as #worm faecal casts http://t.co/znMBys02uh,Josie Paris,"ecology, wildlife, conservation genomics, RAD-Seq",josephine_paris,283,18,0,7,0,1,1,0,0,
5205366,2,2046287,http://twitter.com/82kmitchell/status/423794508627988480,MarineLitter|,Long-Term Sorption of Metals Is Similar among Plastic Types: Implications for Plastic Debris in Aquatic Environments http://t.co/B0vnSKp6oS,Kristen Mitchell,Geoscientist É?Ω Oceanographer É?Ω Policy Advisor É?Ω Science Communicator É?Ω Ocean Lover,82kmitchell,480,16,0,7,0,0,1,0,0,
7823869,12,2533308,https://twitter.com/AmieLusher/status/503849042582192128,MarineLitter|,Direct Transformation of Edible Vegetable Waste into Bioplastics http://t.co/WHLp7gFEC9,Amie Lusher,"Marine biologist, microplastics, marine litter
https://amylusher.wordpress.com/
https://plastictides.wordpress.com/",AmieLusher,148,18,0,7,0,0,1,0,0,
8043147,12,2580945,https://twitter.com/AmieLusher/status/503849019551277057,MarineLitter|,Large Accumulation of Micro-sized Synthetic Polymer Particles in the Sea Surface Microlayer http://t.co/uEsJXsHThT #microplastics,Amie Lusher,"Marine biologist, microplastics, marine litter
https://amylusher.wordpress.com/
https://plastictides.wordpress.com/",AmieLusher,148,12,0,7,0,1,1,0,0,
6053465,0,2195189,http://twitter.com/Emily4Smith/status/446196542060658688,MarineLitter|,Estimation of lost tourism revenue in Geoje Island from the 2011 marine debris pollution event in South Korea http://t.co/hoqczj7vI9,Plastic Challenge,Living plastic free during lent to raise awareness of the impacts of plastic waste in our oceans. Pledge your support by giving up single-use plastics.,Emily4Smith,131,22,0,7,0,0,1,0,0,
6672673,0,2313089,http://twitter.com/oceanairclimate/status/461213511071580160,MarineLitter|,Distribution patterns of microplastics within the plankton of a tropical estuary http://t.co/GUX0sdPvAU #marinedebris #marinelitter,Wanda Bodnar,Marine Scientist,oceanairclimate,335,10,0,7,0,1,1,0,0,
5044057,2,2017162,http://twitter.com/Vzpw1/status/420581409141841920,MarineLitter|,Microplastics in SingaporeÉ??s coastal mangrove ecosystems http://t.co/PXD3hYUfgU #marinelitter #marinedebris,Vera Aarden,"@Coral_Gardening | Symbiosis between Human & Nature | Marine Research, Restoration & Conservation | Co-Founder @ZeroPlasticWeek |",Vzpw1,933,18,0,7,0,1,1,0,0,
8214056,12,2609632,https://twitter.com/BobaStojkovic/status/519224454656700416,MarineDebris|,"#Marinedebris is selected as nesting material by the brown booby within the Swain Reefs, #GreatBarrierReef, Australia http://t.co/vpmVq9Vpwm",Slobodanka Stojkovic,"Phycologist, microbiologist, baker extraordinaire..",BobaStojkovic,200,19,0,7,0,1,0,0,0,
8390802,12,2642825,https://twitter.com/BobaStojkovic/status/519224394975965184,MarineDebris|,Levels and fate of perfluoroalkyl substances in beached #plasticpellets and sediments collected from Greece http://t.co/Vqtr8LmAk3,Slobodanka Stojkovic,"Phycologist, microbiologist, baker extraordinaire..",BobaStojkovic,193,21,0,7,0,1,0,0,0,
8949132,12,2748924,https://twitter.com/BobaStojkovic/status/519599390474764291,MarineDebris|,"Patterns of #marinedebris distribution on the beaches of Rottnest Island, Western Australia http://t.co/vo87ALWcOy",Slobodanka Stojkovic,"Phycologist, microbiologist, baker extraordinaire..",BobaStojkovic,193,19,0,7,0,1,5,0,0,
9220016,12,2807274,https://twitter.com/BobaStojkovic/status/525754117772173312,MarineDebris|,The Effects of #PlasticPollution on Aquatic Wildlife: Current Situations and Future Solutions http://t.co/dMO2REh47o #marinedebris,Slobodanka Stojkovic,"Phycologist, microbiologist, baker extraordinaire..",BobaStojkovic,200,17,0,7,0,1,6,0,0,
9220021,12,2807274,https://twitter.com/dilara550757/status/525924810514104320,MarineDebris|,The Effects of #PlasticPollution on Aquatic Wildlife: Current Situations and Future Solutions http://t.co/dMO2REh47o #marinedebris,Dilara KAYA,"S«Ùylemek isteyip de s«Ùyleyemedié?im «ıok è?ey var.. kiminin y«¨z«¨ne kiminin gelmiè?ine, ge«ımiè?ine. #aquacultureengineer #researchasistance",dilara550757,291,17,0,7,0,1,2,0,0,
